"activity" "subject" "measurement" "mean" "sd"
"LAYING" 29 "tBodyGyro-mad()-Y" -0.635728977147965 0.421327171678401
"LAYING" 29 "tBodyGyro-mad()-Z" -0.722927104011628 0.297354564823026
"LAYING" 29 "tBodyGyro-max()-X" -0.633555073215116 0.344221537780813
"LAYING" 29 "tBodyGyro-max()-Y" -0.749178998081395 0.240057675961513
"LAYING" 29 "tBodyGyro-max()-Z" -0.521145332472093 0.26335072473221
"LAYING" 29 "tBodyGyro-min()-X" 0.654346007906977 0.273653562693918
"LAYING" 29 "tBodyGyro-min()-Y" 0.742795037034884 0.199460342125544
"LAYING" 29 "tBodyGyro-min()-Z" 0.601527227895349 0.269616978222597
"LAYING" 29 "tBodyGyro-sma()" -0.605995190753198 0.432964829037163
"LAYING" 29 "tBodyGyro-energy()-X" -0.891665718284884 0.174884696198816
"LAYING" 29 "tBodyGyro-energy()-Y" -0.844144383691861 0.20456551266098
"LAYING" 29 "tBodyGyro-energy()-Z" -0.914355415668605 0.0989555720503934
"LAYING" 29 "tBodyGyro-iqr()-X" -0.774694671493605 0.284746586230371
"LAYING" 29 "tBodyGyro-iqr()-Y" -0.632610542109302 0.424354323137955
"LAYING" 29 "tBodyGyro-iqr()-Z" -0.760668520261628 0.261159071830323
"LAYING" 29 "tBodyGyro-entropy()-X" -0.213607182680814 0.496561478805965
"LAYING" 29 "tBodyGyro-entropy()-Y" -0.223439180873256 0.377186894114813
"LAYING" 29 "tBodyGyro-entropy()-Z" -0.140573828752907 0.461456853348404
"LAYING" 29 "tBodyGyro-arCoeff()-X" -0.0906895355005814 0.284956347831906
"LAYING" 29 "tBodyGyro-arCoeff()-Y" -0.160559344587267 0.221513421735153
"LAYING" 29 "tBodyGyro-arCoeff()-Z" 0.0191780125003779 0.274849409751115
"LAYING" 29 "tBodyGyro-correlation()-X" -0.104020780902326 0.380774141345088
"LAYING" 29 "tBodyGyro-correlation()-Y" -0.130875765558343 0.454521397711217
"LAYING" 29 "tBodyGyroJerk-mean()-X" -0.100707751809855 0.108078633603315
"LAYING" 29 "tBodyGyroJerk-mean()-Y" -0.0464322029527616 0.11122265958103
"LAYING" 29 "tBodyGyroJerk-mean()-Z" -0.052785999031686 0.115425251127563
"LAYING" 29 "tBodyGyroJerk-std()-X" -0.736117664139535 0.297973338019242
"LAYING" 29 "tBodyGyroJerk-std()-Y" -0.853639613139535 0.168563350358544
"LAYING" 29 "tBodyGyroJerk-std()-Z" -0.770221314302326 0.262479804672796
"LAYING" 29 "tBodyGyroJerk-mad()-X" -0.734296028895349 0.299237571259148
"LAYING" 29 "tBodyGyroJerk-mad()-Y" -0.85488968380814 0.168579389716319
"LAYING" 29 "tBodyGyroJerk-mad()-Z" -0.771781274447674 0.259692707598431
"LAYING" 29 "tBodyGyroJerk-max()-X" -0.763324466133721 0.269930258563385
"LAYING" 29 "tBodyGyroJerk-max()-Y" -0.875487774389535 0.143013970523656
"LAYING" 29 "tBodyGyroJerk-max()-Z" -0.769991526162791 0.266175638315855
"LAYING" 29 "tBodyGyroJerk-min()-X" 0.758081710912791 0.289179371743479
"LAYING" 29 "tBodyGyroJerk-min()-Y" 0.896562881715116 0.121485029456634
"LAYING" 29 "tBodyGyroJerk-min()-Z" 0.825105703052326 0.206302002498427
"LAYING" 29 "tBodyGyroJerk-sma()" -0.803015764680233 0.222483036187576
"LAYING" 29 "tBodyGyroJerk-energy()-X" -0.92011886869186 0.099701619424617
"LAYING" 29 "tBodyGyroJerk-energy()-Y" -0.974811430348837 0.0327998940843703
"LAYING" 29 "tBodyGyroJerk-energy()-Z" -0.938244960813953 0.0800139925999787
"LAYING" 29 "tBodyGyroJerk-iqr()-X" -0.740684317703488 0.292582107496067
"LAYING" 29 "tBodyGyroJerk-iqr()-Y" -0.852876129360465 0.174602304902595
"LAYING" 29 "tBodyGyroJerk-iqr()-Z" -0.783847268139535 0.244584498345671
"LAYING" 29 "tBodyGyroJerk-entropy()-X" -0.108289181976744 0.631143651919224
"LAYING" 29 "tBodyGyroJerk-entropy()-Y" -0.17155368869186 0.623450521868053
"LAYING" 29 "tBodyGyroJerk-entropy()-Z" -0.102667153284884 0.620189026583832
"LAYING" 29 "tBodyGyroJerk-arCoeff()-X" 0.0289765205976744 0.241646255061921
"LAYING" 29 "tBodyGyroJerk-arCoeff()-Y" -0.12752458078343 0.232628133430402
"LAYING" 29 "tBodyGyroJerk-arCoeff()-Z" 0.049655986564052 0.315152692893785
"LAYING" 29 "tBodyGyroJerk-correlation()-X" 0.0695980415567442 0.219900637524125
"LAYING" 29 "tBodyGyroJerk-correlation()-Y" -0.0825718458107558 0.241802531591525
"LAYING" 29 "tBodyAccMag-mean()" -0.553585593347965 0.495169497051533
"LAYING" 29 "tBodyAccMag-std()" -0.579067216088081 0.471132907991548
"LAYING" 29 "tBodyAccMag-mad()" -0.63320347792907 0.410119078886466
"LAYING" 29 "tBodyAccMag-max()" -0.553373712719302 0.494667199924925
"LAYING" 29 "tBodyAccMag-min()" -0.828457102645349 0.208913789999232
"LAYING" 29 "tBodyAccMag-sma()" -0.553585593347965 0.495169497051533
"LAYING" 29 "tBodyAccMag-energy()" -0.762956089505814 0.281822599180212
"LAYING" 29 "tBodyAccMag-iqr()" -0.700569312181686 0.334604100884292
"LAYING" 29 "tBodyAccMag-entropy()" -0.0133067553343023 0.775718831539307
"LAYING" 29 "tBodyAccMag-arCoeff()1" 0.021371378078314 0.327628859063127
"LAYING" 29 "tBodyAccMag-arCoeff()2" -0.0538378575502907 0.263439302687789
"LAYING" 29 "tBodyAccMag-arCoeff()3" 0.0939323426265116 0.272072356703191
"LAYING" 29 "tBodyAccMag-arCoeff()4" -0.0486612479003198 0.310486676844199
"LAYING" 29 "tGravityAccMag-mean()" -0.553585593347965 0.495169497051533
"LAYING" 29 "tGravityAccMag-std()" -0.579067216088081 0.471132907991548
"LAYING" 29 "tGravityAccMag-mad()" -0.63320347792907 0.410119078886466
"LAYING" 29 "tGravityAccMag-max()" -0.553373712719302 0.494667199924925
"LAYING" 29 "tGravityAccMag-min()" -0.828457102645349 0.208913789999232
"LAYING" 29 "tGravityAccMag-sma()" -0.553585593347965 0.495169497051533
"LAYING" 29 "tGravityAccMag-energy()" -0.762956089505814 0.281822599180212
"LAYING" 29 "tGravityAccMag-iqr()" -0.700569312181686 0.334604100884292
"LAYING" 29 "tGravityAccMag-entropy()" -0.0133067553343023 0.775718831539307
"LAYING" 29 "tGravityAccMag-arCoeff()1" 0.021371378078314 0.327628859063127
"LAYING" 29 "tGravityAccMag-arCoeff()2" -0.0538378575502907 0.263439302687789
"LAYING" 29 "tGravityAccMag-arCoeff()3" 0.0939323426265116 0.272072356703191
"LAYING" 29 "tGravityAccMag-arCoeff()4" -0.0486612479003198 0.310486676844199
"LAYING" 29 "tBodyAccJerkMag-mean()" -0.664538060484884 0.379057343163328
"LAYING" 29 "tBodyAccJerkMag-std()" -0.620472049862791 0.431220418275336
"LAYING" 29 "tBodyAccJerkMag-mad()" -0.647208782381017 0.402465883840283
"LAYING" 29 "tBodyAccJerkMag-max()" -0.628033681662791 0.420748797680906
"LAYING" 29 "tBodyAccJerkMag-min()" -0.783754543284884 0.266684739194782
"LAYING" 29 "tBodyAccJerkMag-sma()" -0.664538060484884 0.379057343163328
"LAYING" 29 "tBodyAccJerkMag-energy()" -0.855676261017442 0.1745334911245
"LAYING" 29 "tBodyAccJerkMag-iqr()" -0.715936033647965 0.328344211454794
"LAYING" 29 "tBodyAccJerkMag-entropy()" -0.158536007994186 0.774849860906993
"LAYING" 29 "tBodyAccJerkMag-arCoeff()1" 0.0909663607869186 0.260689682725888
"LAYING" 29 "tBodyAccJerkMag-arCoeff()2" -0.0564478157072674 0.243779582194729
"LAYING" 29 "tBodyAccJerkMag-arCoeff()3" -0.0592087373098837 0.228413425562344
"LAYING" 29 "tBodyAccJerkMag-arCoeff()4" -0.0447853077252326 0.250538346178918
"LAYING" 29 "tBodyGyroMag-mean()" -0.602228993700349 0.437492605922807
"LAYING" 29 "tBodyGyroMag-std()" -0.653732301592151 0.397605417227879
"LAYING" 29 "tBodyGyroMag-mad()" -0.622503401288954 0.426560702296719
"LAYING" 29 "tBodyGyroMag-max()" -0.701149027537791 0.343395521194447
"LAYING" 29 "tBodyGyroMag-min()" -0.726450912982558 0.345087317485603
"LAYING" 29 "tBodyGyroMag-sma()" -0.602228993700349 0.437492605922807
"LAYING" 29 "tBodyGyroMag-energy()" -0.815342981613372 0.237645610296092
"LAYING" 29 "tBodyGyroMag-iqr()" -0.656476646685901 0.380315020470165
"LAYING" 29 "tBodyGyroMag-entropy()" -0.000139088731395347 0.535060762991934
"LAYING" 29 "tBodyGyroMag-arCoeff()1" -0.0538059617773256 0.28904302793417
"LAYING" 29 "tBodyGyroMag-arCoeff()2" -0.0546547989916279 0.246439483364513
"LAYING" 29 "tBodyGyroMag-arCoeff()3" 0.12763557180814 0.246134779944394
"LAYING" 29 "tBodyGyroMag-arCoeff()4" -0.0762147465662791 0.278607120820422
"LAYING" 29 "tBodyGyroJerkMag-mean()" -0.802293906366279 0.223324856257568
"LAYING" 29 "tBodyGyroJerkMag-std()" -0.840156364186047 0.181559188185229
"LAYING" 29 "tBodyGyroJerkMag-mad()" -0.846863462296512 0.173985688839541
"LAYING" 29 "tBodyGyroJerkMag-max()" -0.84841183625 0.173558105293135
"LAYING" 29 "tBodyGyroJerkMag-min()" -0.825773860552326 0.213546968515029
"LAYING" 29 "tBodyGyroJerkMag-sma()" -0.802293906366279 0.223324856257568
"LAYING" 29 "tBodyGyroJerkMag-energy()" -0.958396395668605 0.050539739240958
"LAYING" 29 "tBodyGyroJerkMag-iqr()" -0.851868921627907 0.169250132993972
"LAYING" 29 "tBodyGyroJerkMag-entropy()" -0.041977210497093 0.800990052632119
"LAYING" 29 "tBodyGyroJerkMag-arCoeff()1" 0.281431930170349 0.26230874579858
"LAYING" 29 "tBodyGyroJerkMag-arCoeff()2" -0.218868013251584 0.19113368207594
"LAYING" 29 "tBodyGyroJerkMag-arCoeff()3" 0.0143522397662791 0.192460126829559
"LAYING" 29 "tBodyGyroJerkMag-arCoeff()4" -0.20864651869157 0.201012972376604
"LAYING" 29 "fBodyAcc-mean()-X" -0.579901000186134 0.47814723257362
"LAYING" 29 "fBodyAcc-mean()-Y" -0.587686308146221 0.454992643257811
"LAYING" 29 "fBodyAcc-mean()-Z" -0.680547675465116 0.350051674076871
"LAYING" 29 "fBodyAcc-std()-X" -0.5727879490375 0.489430124154533
"LAYING" 29 "fBodyAcc-std()-Y" -0.630978844851831 0.400682599595787
"LAYING" 29 "fBodyAcc-std()-Z" -0.602550925183721 0.458065979560691
"LAYING" 29 "fBodyAcc-mad()-X" -0.547967536292151 0.515432717969628
"LAYING" 29 "fBodyAcc-mad()-Y" -0.606982007165523 0.432802283837868
"LAYING" 29 "fBodyAcc-mad()-Z" -0.646359725497006 0.389774466357655
"LAYING" 29 "fBodyAcc-max()-X" -0.646182326588692 0.417457114006745
"LAYING" 29 "fBodyAcc-max()-Y" -0.747573275948547 0.277226899708368
"LAYING" 29 "fBodyAcc-max()-Z" -0.599175664351744 0.493117823323065
"LAYING" 29 "fBodyAcc-min()-X" -0.835979641869186 0.268080275587159
"LAYING" 29 "fBodyAcc-min()-Y" -0.876932791957849 0.182995403444654
"LAYING" 29 "fBodyAcc-min()-Z" -0.918885778895349 0.114102918903554
"LAYING" 29 "fBodyAcc-sma()" -0.553959202453983 0.498477210587159
"LAYING" 29 "fBodyAcc-energy()-X" -0.790801775968023 0.261147656515938
"LAYING" 29 "fBodyAcc-energy()-Y" -0.821859339651163 0.212687590873609
"LAYING" 29 "fBodyAcc-energy()-Z" -0.82157670431657 0.232182345616706
"LAYING" 29 "fBodyAcc-iqr()-X" -0.625457112350291 0.432827368609421
"LAYING" 29 "fBodyAcc-iqr()-Y" -0.672979530667442 0.386966324968885
"LAYING" 29 "fBodyAcc-iqr()-Z" -0.78575395519186 0.249811661476874
"LAYING" 29 "fBodyAcc-entropy()-X" -0.248114445174419 0.797668107171046
"LAYING" 29 "fBodyAcc-entropy()-Y" -0.270851117965116 0.718112123223545
"LAYING" 29 "fBodyAcc-entropy()-Z" -0.291749813436047 0.653329326868052
"LAYING" 29 "fBodyAcc-maxInds-X" -0.708927230813953 0.29149482670896
"LAYING" 29 "fBodyAcc-maxInds-Y" -0.750581394787791 0.280403564965189
"LAYING" 29 "fBodyAcc-maxInds-Z" -0.854427548043605 0.23062043284712
"LAYING" 29 "fBodyAcc-meanFreq()-X" -0.165350787567733 0.263445982812516
"LAYING" 29 "fBodyAcc-meanFreq()-Y" 0.128076957523023 0.227854841252148
"LAYING" 29 "fBodyAcc-meanFreq()-Z" 0.0886270605992151 0.320357327667032
"LAYING" 29 "fBodyAcc-skewness()-X" -0.235651129128488 0.318890584175026
"LAYING" 29 "fBodyAcc-kurtosis()-X" -0.590042609978779 0.325788548582804
"LAYING" 29 "fBodyAcc-skewness()-Y" -0.368319398044186 0.323622179526825
"LAYING" 29 "fBodyAcc-kurtosis()-Y" -0.670746292587209 0.32737907344992
"LAYING" 29 "fBodyAcc-skewness()-Z" -0.302983054715698 0.398527642852653
"LAYING" 29 "fBodyAcc-kurtosis()-Z" -0.538620325976802 0.39234212156612
"LAYING" 29 "fBodyAcc-bandsEnergy()-1" -0.774817683227907 0.285986153934882
"LAYING" 29 "fBodyAcc-bandsEnergy()-9" -0.877313896482558 0.162175140625767
"LAYING" 29 "fBodyAcc-bandsEnergy()-17" -0.852706544427326 0.195963616302118
"LAYING" 29 "fBodyAcc-bandsEnergy()-25" -0.869929013662791 0.174889406285136
"LAYING" 29 "fBodyAcc-bandsEnergy()-33" -0.888958379331395 0.154669208140925
"LAYING" 29 "fBodyAcc-bandsEnergy()-41" -0.894379978226744 0.148965332341961
"LAYING" 29 "fBodyAcc-bandsEnergy()-49" -0.925447503110465 0.124428566683463
"LAYING" 29 "fBodyAcc-bandsEnergy()-57" -0.934065458508721 0.146019815641546
"LAYING" 29 "fBodyAccJerk-mean()-X" -0.629875853152035 0.421645458401927
"LAYING" 29 "fBodyAccJerk-mean()-Y" -0.641289075786337 0.410501892156992
"LAYING" 29 "fBodyAccJerk-mean()-Z" -0.768433928313954 0.268104963020644
"LAYING" 29 "fBodyAccJerk-std()-X" -0.651564188964826 0.39746371930307
"LAYING" 29 "fBodyAccJerk-std()-Y" -0.655526116655523 0.394714999643455
"LAYING" 29 "fBodyAccJerk-std()-Z" -0.818292780813954 0.209158607010863
"LAYING" 29 "fBodyAccJerk-mad()-X" -0.577602993320058 0.481140573392191
"LAYING" 29 "fBodyAccJerk-mad()-Y" -0.653285630342151 0.398509953341681
"LAYING" 29 "fBodyAccJerk-mad()-Z" -0.797519851133721 0.234428841968257
"LAYING" 29 "fBodyAccJerk-max()-X" -0.729423337991279 0.316188910276697
"LAYING" 29 "fBodyAccJerk-max()-Y" -0.728848152741279 0.312565605910035
"LAYING" 29 "fBodyAccJerk-max()-Z" -0.843487980145349 0.177193749834643
"LAYING" 29 "fBodyAccJerk-min()-X" -0.869577431249709 0.205857618322399
"LAYING" 29 "fBodyAccJerk-min()-Y" -0.863102176651163 0.218703278190939
"LAYING" 29 "fBodyAccJerk-min()-Z" -0.904924018084302 0.149311139404956
"LAYING" 29 "fBodyAccJerk-sma()" -0.621366316675291 0.430647387950035
"LAYING" 29 "fBodyAccJerk-energy()-X" -0.836200430174419 0.1986245997538
"LAYING" 29 "fBodyAccJerk-energy()-Y" -0.845010630930233 0.202719076930478
"LAYING" 29 "fBodyAccJerk-energy()-Z" -0.948002034447674 0.0700741102975162
"LAYING" 29 "fBodyAccJerk-iqr()-X" -0.599876507829564 0.462264270336924
"LAYING" 29 "fBodyAccJerk-iqr()-Y" -0.71856448040407 0.329126623930896
"LAYING" 29 "fBodyAccJerk-iqr()-Z" -0.788247442877907 0.245670119881412
"LAYING" 29 "fBodyAccJerk-entropy()-X" -0.284731565726744 0.811884444486622
"LAYING" 29 "fBodyAccJerk-entropy()-Y" -0.318842259244186 0.767928797132147
"LAYING" 29 "fBodyAccJerk-entropy()-Z" -0.426740313054942 0.653815293447904
"LAYING" 29 "fBodyAccJerk-maxInds-X" -0.46406976744186 0.317662299031825
"LAYING" 29 "fBodyAccJerk-maxInds-Y" -0.32406976744186 0.248849845985839
"LAYING" 29 "fBodyAccJerk-maxInds-Z" -0.289883720930233 0.364909810930356
"LAYING" 29 "fBodyAccJerk-meanFreq()-X" 0.0107764076990698 0.293119396486891
"LAYING" 29 "fBodyAccJerk-meanFreq()-Y" -0.0815611305061628 0.233206495227861
"LAYING" 29 "fBodyAccJerk-meanFreq()-Z" -0.00952646181569767 0.272999986610786
"LAYING" 29 "fBodyAccJerk-skewness()-X" -0.394795559599419 0.199952226851286
"LAYING" 29 "fBodyAccJerk-kurtosis()-X" -0.770699370331395 0.155165166051163
"LAYING" 29 "fBodyAccJerk-skewness()-Y" -0.461806230857558 0.139648812318595
"LAYING" 29 "fBodyAccJerk-kurtosis()-Y" -0.860519504418605 0.0910224328098347
"LAYING" 29 "fBodyAccJerk-skewness()-Z" -0.552557194613372 0.144455803207347
"LAYING" 29 "fBodyAccJerk-kurtosis()-Z" -0.855428200465116 0.0940942850741825
"LAYING" 29 "fBodyAccJerk-bandsEnergy()-1" -0.844893312037791 0.196269562526006
"LAYING" 29 "fBodyAccJerk-bandsEnergy()-9" -0.884682297005814 0.146576116915093
"LAYING" 29 "fBodyAccJerk-bandsEnergy()-17" -0.873443516482558 0.167565409019018
"LAYING" 29 "fBodyAccJerk-bandsEnergy()-25" -0.877624006453488 0.164302345735944
"LAYING" 29 "fBodyAccJerk-bandsEnergy()-33" -0.900439318924419 0.13514466095674
"LAYING" 29 "fBodyAccJerk-bandsEnergy()-41" -0.886142382848837 0.155543322152933
"LAYING" 29 "fBodyAccJerk-bandsEnergy()-49" -0.932157335668605 0.103530399114472
"LAYING" 29 "fBodyAccJerk-bandsEnergy()-57" -0.982930431889535 0.0435812822443447
"LAYING" 29 "fBodyGyro-mean()-X" -0.685747413486628 0.367358851458956
"LAYING" 29 "fBodyGyro-mean()-Y" -0.735972301656977 0.295142348913167
"LAYING" 29 "fBodyGyro-mean()-Z" -0.689221357718023 0.339341059105078
"LAYING" 29 "fBodyGyro-std()-X" -0.752567831707849 0.326834521128451
"LAYING" 29 "fBodyGyro-std()-Y" -0.588857987485174 0.485137539506416
"LAYING" 29 "fBodyGyro-std()-Z" -0.749163172296512 0.267325723005201
"LAYING" 29 "fBodyGyro-mad()-X" -0.705410267735756 0.362165993632489
"LAYING" 29 "fBodyGyro-mad()-Y" -0.707696583709302 0.32879628598856
"LAYING" 29 "fBodyGyro-mad()-Z" -0.699506854170349 0.328528879716113
"LAYING" 29 "fBodyGyro-max()-X" -0.749832384476744 0.358614670039823
"LAYING" 29 "fBodyGyro-max()-Y" -0.599338210374709 0.510480362013557
"LAYING" 29 "fBodyGyro-max()-Z" -0.80739434755814 0.206003369046904
"LAYING" 29 "fBodyGyro-min()-X" -0.936996607767442 0.111197159950753
"LAYING" 29 "fBodyGyro-min()-Y" -0.913004661860465 0.133025997201877
"LAYING" 29 "fBodyGyro-min()-Z" -0.915239944796512 0.129924241353654
"LAYING" 29 "fBodyGyro-sma()" -0.689796890642442 0.343979633252567
"LAYING" 29 "fBodyGyro-energy()-X" -0.907903770639535 0.163545635100571
"LAYING" 29 "fBodyGyro-energy()-Y" -0.843286845872093 0.206044965311425
"LAYING" 29 "fBodyGyro-energy()-Z" -0.911379762674419 0.106571368193157
"LAYING" 29 "fBodyGyro-iqr()-X" -0.716277764261337 0.335083292392838
"LAYING" 29 "fBodyGyro-iqr()-Y" -0.843862557994186 0.179940063142372
"LAYING" 29 "fBodyGyro-iqr()-Z" -0.726640066108721 0.320868572090469
"LAYING" 29 "fBodyGyro-entropy()-X" -0.19114577277907 0.693823607944079
"LAYING" 29 "fBodyGyro-entropy()-Y" -0.239271594244186 0.668364872023246
"LAYING" 29 "fBodyGyro-entropy()-Z" -0.227579254389535 0.647120018403451
"LAYING" 29 "fBodyGyro-maxInds-X" -0.836240309302326 0.225700390693795
"LAYING" 29 "fBodyGyro-maxInds-Y" -0.855588897412791 0.171171186259962
"LAYING" 29 "fBodyGyro-maxInds-Z" -0.79731355255814 0.211428466838308
"LAYING" 29 "fBodyGyro-meanFreq()-X" 0.00201044246625 0.266901893093822
"LAYING" 29 "fBodyGyro-meanFreq()-Y" -0.253940049719767 0.279290873138174
"LAYING" 29 "fBodyGyro-meanFreq()-Z" 0.0203516079320058 0.223611524285395
"LAYING" 29 "fBodyGyro-skewness()-X" -0.261833030547093 0.319931176017904
"LAYING" 29 "fBodyGyro-kurtosis()-X" -0.565409110432849 0.323635303713275
"LAYING" 29 "fBodyGyro-skewness()-Y" -0.0435101954069767 0.391465741853924
"LAYING" 29 "fBodyGyro-kurtosis()-Y" -0.381374007660174 0.458949008965849
"LAYING" 29 "fBodyGyro-skewness()-Z" -0.198567103198547 0.327735094633192
"LAYING" 29 "fBodyGyro-kurtosis()-Z" -0.505656145773547 0.355223298528589
"LAYING" 29 "fBodyGyro-bandsEnergy()-1" -0.919429098110465 0.160574707822321
"LAYING" 29 "fBodyGyro-bandsEnergy()-9" -0.914332844796512 0.109239039965604
"LAYING" 29 "fBodyGyro-bandsEnergy()-17" -0.93433443255814 0.104226667702085
"LAYING" 29 "fBodyGyro-bandsEnergy()-25" -0.953875333430233 0.067274620479803
"LAYING" 29 "fBodyGyro-bandsEnergy()-33" -0.930632907703488 0.11158143521345
"LAYING" 29 "fBodyGyro-bandsEnergy()-41" -0.949259762122093 0.0777264679199469
"LAYING" 29 "fBodyGyro-bandsEnergy()-49" -0.96621442872093 0.0691128855497192
"LAYING" 29 "fBodyGyro-bandsEnergy()-57" -0.980637476424419 0.0604503613774266
"LAYING" 29 "fBodyAccMag-mean()" -0.589294014734302 0.462805262152701
"LAYING" 29 "fBodyAccMag-std()" -0.639314176054942 0.403000281171843
"LAYING" 29 "fBodyAccMag-mad()" -0.5877597336625 0.465094861741661
"LAYING" 29 "fBodyAccMag-max()" -0.724979614194767 0.312303344405155
"LAYING" 29 "fBodyAccMag-min()" -0.906386412238372 0.128310284499798
"LAYING" 29 "fBodyAccMag-sma()" -0.589294014734302 0.462805262152701
"LAYING" 29 "fBodyAccMag-energy()" -0.798487957238372 0.253578981590727
"LAYING" 29 "fBodyAccMag-iqr()" -0.70671410464157 0.348729579209315
"LAYING" 29 "fBodyAccMag-entropy()" -0.269942714985465 0.74352384486286
"LAYING" 29 "fBodyAccMag-maxInds" -0.712910985665698 0.33457946761962
"LAYING" 29 "fBodyAccMag-meanFreq()" 0.162765300930698 0.285977756232625
"LAYING" 29 "fBodyAccMag-skewness()" -0.416251793360465 0.296281018974411
"LAYING" 29 "fBodyAccMag-kurtosis()" -0.684531116735465 0.269423979327485
"LAYING" 29 "fBodyBodyAccJerkMag-mean()" -0.609879937469099 0.443512429028162
"LAYING" 29 "fBodyBodyAccJerkMag-std()" -0.636434470547384 0.412808687121073
"LAYING" 29 "fBodyBodyAccJerkMag-mad()" -0.59597133147282 0.457500050777366
"LAYING" 29 "fBodyBodyAccJerkMag-max()" -0.700365359619186 0.34671124526843
"LAYING" 29 "fBodyBodyAccJerkMag-min()" -0.800511254595058 0.281069848052865
"LAYING" 29 "fBodyBodyAccJerkMag-sma()" -0.609879937469099 0.443512429028162
"LAYING" 29 "fBodyBodyAccJerkMag-energy()" -0.832568484156977 0.203715075119621
"LAYING" 29 "fBodyBodyAccJerkMag-iqr()" -0.669028383967733 0.379129693412823
"LAYING" 29 "fBodyBodyAccJerkMag-entropy()" -0.362716130930233 0.72166611853709
"LAYING" 29 "fBodyBodyAccJerkMag-maxInds" -0.862403099302326 0.201863591364895
"LAYING" 29 "fBodyBodyAccJerkMag-meanFreq()" 0.227450813250137 0.271624071639191
"LAYING" 29 "fBodyBodyAccJerkMag-skewness()" -0.424940538727326 0.296768428241506
"LAYING" 29 "fBodyBodyAccJerkMag-kurtosis()" -0.721968309647093 0.248658795797516
"LAYING" 29 "fBodyBodyGyroMag-mean()" -0.722018434984302 0.306474907018685
"LAYING" 29 "fBodyBodyGyroMag-std()" -0.671454324368401 0.388991213472778
"LAYING" 29 "fBodyBodyGyroMag-mad()" -0.664709096997093 0.384073435346154
"LAYING" 29 "fBodyBodyGyroMag-max()" -0.713535472613372 0.353498856553863
"LAYING" 29 "fBodyBodyGyroMag-min()" -0.908294602965116 0.126820969002791
"LAYING" 29 "fBodyBodyGyroMag-sma()" -0.722018434984302 0.306474907018685
"LAYING" 29 "fBodyBodyGyroMag-energy()" -0.860512161197674 0.208807731240684
"LAYING" 29 "fBodyBodyGyroMag-iqr()" -0.758285140133721 0.272017845818153
"LAYING" 29 "fBodyBodyGyroMag-entropy()" -0.213763000290698 0.664465088084286
"LAYING" 29 "fBodyBodyGyroMag-maxInds" -0.870453190784884 0.162587490990621
"LAYING" 29 "fBodyBodyGyroMag-meanFreq()" -0.0446469221483721 0.294059066264115
"LAYING" 29 "fBodyBodyGyroMag-skewness()" -0.3057915577075 0.35005067296172
"LAYING" 29 "fBodyBodyGyroMag-kurtosis()" -0.61090805500843 0.341549556850901
"LAYING" 29 "fBodyBodyGyroJerkMag-mean()" -0.840464164156977 0.180290398105931
"LAYING" 29 "fBodyBodyGyroJerkMag-std()" -0.851462426569767 0.171287450319196
"LAYING" 29 "fBodyBodyGyroJerkMag-mad()" -0.836045390058139 0.185466835011656
"LAYING" 29 "fBodyBodyGyroJerkMag-max()" -0.873835439186047 0.150760615675466
"LAYING" 29 "fBodyBodyGyroJerkMag-min()" -0.904932947877907 0.134285067848371
"LAYING" 29 "fBodyBodyGyroJerkMag-sma()" -0.840464164156977 0.180290398105931
"LAYING" 29 "fBodyBodyGyroJerkMag-energy()" -0.970362112151163 0.0373979564449903
"LAYING" 29 "fBodyBodyGyroJerkMag-iqr()" -0.835230722616279 0.185983402537628
"LAYING" 29 "fBodyBodyGyroJerkMag-entropy()" -0.412332700790698 0.632202598340188
"LAYING" 29 "fBodyBodyGyroJerkMag-maxInds" -0.844684384287791 0.185577403947782
"LAYING" 29 "fBodyBodyGyroJerkMag-meanFreq()" 0.212434137252471 0.261882115051042
"LAYING" 29 "fBodyBodyGyroJerkMag-skewness()" -0.443109811705523 0.298096898197542
"LAYING" 29 "fBodyBodyGyroJerkMag-kurtosis()" -0.738139409133721 0.246065533197825
"LAYING" 29 "angle(tBodyAccMean" 0.00843199681639535 0.389304348132233
"LAYING" 29 "angle(tBodyAccJerkMean)" -0.00445131495703488 0.477884622400892
"LAYING" 29 "angle(tBodyGyroMean" -0.0431070383319767 0.596470276599546
"LAYING" 29 "angle(tBodyGyroJerkMean" -0.000946753019534884 0.468374539184389
"LAYING" 29 "angle(X" -0.560722156395349 0.540696439307968
"LAYING" 29 "angle(Y" -0.0159365438755814 0.291668527355601
"LAYING" 29 "angle(Z" -0.131056819056395 0.162123466414276
"LAYING" 29 "y" 6 0
"LAYING" 30 "tBodyAcc-mean()-X" 0.276305836721932 0.0563222174880812
"LAYING" 30 "tBodyAcc-mean()-Y" -0.0175856077340209 0.0321693194747143
"LAYING" 30 "tBodyAcc-mean()-Z" -0.10589355727859 0.0544763667859621
"LAYING" 30 "tBodyAcc-std()-X" -0.615890785389034 0.384499467787328
"LAYING" 30 "tBodyAcc-std()-Y" -0.519047387875457 0.423934402517685
"LAYING" 30 "tBodyAcc-std()-Z" -0.522643273772115 0.437839980254052
"LAYING" 30 "tBodyAcc-mad()-X" -0.651964105332141 0.353860518963911
"LAYING" 30 "tBodyAcc-mad()-Y" -0.533107564575979 0.41098132057163
